unigram,sum,frequency,mean
mojitea,15.0,2,7.5
bowl,1312.4000000000012,150,8.749333333333341
gamewatch,7.5,1,7.5
quirky,36.199999999999996,4,9.049999999999999
advance,100.80000000000001,11,9.163636363636364
passage,7.5,1,7.5
community,16.9,2,8.45
five,86.80000000000001,10,8.680000000000001
smh,6.6,1,6.6
sandy,17.2,2,8.6
quiche,129.6,16,8.1
porky,47.0,5,9.4
offshoot,8.1,1,8.1
chawanmushi,27.0,3,9.0
cabage,9.1,1,9.1
nancy,7.2,1,7.2
goat,319.1,37,8.624324324324325
heck,8.3,1,8.3
citrus,35.8,4,8.95
understanding,9.1,1,9.1
freezing,48.699999999999996,6,8.116666666666665
ghost,26.3,3,8.766666666666667
credibility,9.1,1,9.1
xia,8.9,1,8.9
bladerunner,9.4,1,9.4
uninspired,9.1,1,9.1
fran,8.7,1,8.7
soju,15.0,2,7.5
crowded,177.60000000000002,21,8.457142857142859
riquisimo,9.4,1,9.4
beware,341.8,40,8.545
porter,8.1,1,8.1
minimalist,8.7,1,8.7
funghi,9.1,1,9.1
slam,6.8,1,6.8
rumanian,9.1,1,9.1
dijeron,9.1,1,9.1
kurobuta,28.1,3,9.366666666666667
stamp,8.0,1,8.0
fairy,18.4,2,9.2
effective,9.0,1,9.0
living,17.8,2,8.9
rayu,9.4,1,9.4
timeoutny,9.0,1,9.0
ruin,59.3,7,8.471428571428572
lindsey,15.5,2,7.75
professor,27.2,3,9.066666666666666
pint,58.599999999999994,8,7.324999999999999
obviously,150.6,17,8.858823529411765
dust,8.6,1,8.6
breadstick,6.5,1,6.5
zxcvvcxz,9.2,1,9.2
adress,8.7,1,8.7
seldom,18.0,2,9.0
maravilhoso,18.1,2,9.05
bahn,27.6,3,9.200000000000001
comp,25.4,3,8.466666666666667
caponatina,9.1,1,9.1
spinach,375.1,44,8.525
paratha,9.1,1,9.1
vegas,9.1,1,9.1
tomar,6.9,1,6.9
christian,9.4,1,9.4
definition,25.700000000000003,3,8.566666666666668
stop,520.4000000000002,59,8.820338983050851
sbarro,8.1,1,8.1
alphonso,27.299999999999997,3,9.1
guzel,18.2,2,9.1
drill,9.1,1,9.1
husband,27.5,3,9.166666666666666
slave,8.6,1,8.6
inhale,8.8,1,8.8
euphoria,36.2,4,9.05
dubious,8.3,1,8.3
fun,894.5999999999999,104,8.601923076923075
mentally,9.2,1,9.2
lichee,9.2,1,9.2
roasted,466.59999999999985,52,8.97307692307692
cheerful,8.8,1,8.8
sos,9.2,1,9.2
masterpiece,9.4,1,9.4
brig,9.1,1,9.1
freshly,123.2,14,8.8
everyman,85.10000000000001,10,8.510000000000002
woulda,8.7,1,8.7
verduras,6.6,1,6.6
innards,8.9,1,8.9
dramatic,8.0,1,8.0
workers,14.7,2,7.35
ratatouille,17.4,2,8.7
fantastic,1254.4000000000005,143,8.772027972027976
tackle,17.5,2,8.75
inspection,6.5,1,6.5
macadamia,9.4,1,9.4
basic,181.2,21,8.628571428571428
overlap,8.2,1,8.2
canndie,7.5,1,7.5
nun,9.1,1,9.1
nice,2791.9999999999936,332,8.409638554216848
appetizer,862.6000000000008,97,8.892783505154648
overcrowded,18.1,2,9.05
holiday,62.9,8,7.8625
ribs,57.7,7,8.242857142857144
bells,6.5,1,6.5
watering,36.0,4,9.0
text,37.400000000000006,4,9.350000000000001
somehow,82.9,10,8.290000000000001
ikea,8.5,1,8.5
yakidon,8.5,1,8.5
unexpectedly,15.3,2,7.65
stracciatella,9.1,1,9.1
intern,6.9,1,6.9
cucaracha,6.6,1,6.6
tartufo,26.799999999999997,3,8.933333333333332
arm,16.799999999999997,2,8.399999999999999
ale,109.6,13,8.430769230769231
piss,16.5,2,8.25
bless,8.6,1,8.6
paper,113.39999999999999,14,8.1
inspire,56.800000000000004,7,8.114285714285716
utensil,8.0,1,8.0
traditional,232.39999999999992,26,8.938461538461535
shoulder,211.80000000000007,23,9.208695652173915
kokteyller,9.1,1,9.1
brownus,9.0,1,9.0
haha,51.30000000000001,6,8.550000000000002
separate,33.6,4,8.4
cheesd,8.3,1,8.3
tab,30.5,4,7.625
sign,66.2,8,8.275
friggin,27.299999999999997,3,9.1
bestellen,9.0,1,9.0
mall,7.5,1,7.5
bahahaha,9.2,1,9.2
chilled,9.2,1,9.2
dash,43.699999999999996,5,8.739999999999998
recomendado,18.2,2,9.1
carmine,63.50000000000001,7,9.071428571428573
owe,9.1,1,9.1
nanban,8.7,1,8.7
invent,9.3,1,9.3
hir,9.4,1,9.4
legit,239.79999999999998,27,8.881481481481481
proud,8.9,1,8.9
explode,27.5,3,9.166666666666666
its,1292.1999999999998,150,8.614666666666665
condiment,27.299999999999997,3,9.1
york,829.0000000000008,94,8.81914893617022
lone,9.1,1,9.1
yuzu,189.89999999999995,21,9.042857142857141
thescoop,9.1,1,9.1
encontrado,9.2,1,9.2
glug,9.1,1,9.1
bara,17.2,2,8.6
highlight,90.59999999999998,10,9.059999999999999
undressed,8.7,1,8.7
toasted,41.4,5,8.28
cabbage,407.10000000000025,45,9.046666666666672
smut,9.0,1,9.0
mouth,358.19999999999993,40,8.954999999999998
fastest,9.4,1,9.4
operational,8.5,1,8.5
randomly,27.700000000000003,3,9.233333333333334
todo,104.10000000000001,12,8.675
smaller,124.19999999999997,14,8.87142857142857
posiblemente,9.2,1,9.2
santorinus,7.3,1,7.3
near,327.8999999999999,38,8.62894736842105
major,65.4,8,8.175
soi,21.9,3,7.3
pidelo,7.8,1,7.8
craaaack,9.1,1,9.1
acc,14.4,2,7.2
fake,62.5,7,8.928571428571429
curious,26.799999999999997,3,8.933333333333332
cerviche,8.6,1,8.6
ymmv,8.5,1,8.5
vanilla,412.9,49,8.426530612244898
equipment,22.3,3,7.433333333333334
einen,9.0,1,9.0
cooking,98.10000000000001,11,8.91818181818182
rat,17.0,2,8.5
naturale,9.0,1,9.0
ruggelah,7.5,1,7.5
scrotus,8.9,1,8.9
paypal,15.6,2,7.8
accurate,22.6,3,7.533333333333334
develop,8.3,1,8.3
refreshing,241.99999999999991,28,8.64285714285714
reaction,16.6,2,8.3
indian,27.1,3,9.033333333333333
pole,8.6,1,8.6
girl,196.89999999999998,24,8.204166666666666
hepsi,9.0,1,9.0
kaiseki,60.2,7,8.6
she,518.3000000000002,64,8.098437500000003
kung,109.60000000000002,12,9.133333333333335
johannes,8.8,1,8.8
atm,25.5,3,8.5
can,74149.6000000005,8159,9.088074518936205
takoyakus,25.9,3,8.633333333333333
zero,33.4,4,8.35
master,27.200000000000003,3,9.066666666666668
shock,15.7,2,7.85
song,46.2,6,7.7
chinko,8.8,1,8.8
akamaro,9.4,1,9.4
frustrate,9.4,1,9.4
kimchus,18.8,2,9.4
bustle,15.7,2,7.85
unpacked,9.1,1,9.1
eatable,9.1,1,9.1
ume,17.1,2,8.55
wonderland,43.1,5,8.620000000000001
fromage,9.2,1,9.2
fries,1493.7999999999988,177,8.439548022598863
ruim,9.1,1,9.1
morango,7.8,1,7.8
lookalike,9.0,1,9.0
blind,18.1,2,9.05
showy,9.4,1,9.4
satisfy,144.0,17,8.470588235294118
marscapone,9.4,1,9.4
seek,16.7,2,8.35
spew,9.2,1,9.2
degustation,9.2,1,9.2
candied,17.8,2,8.9
skewered,17.1,2,8.55
lock,8.9,1,8.9
exclaim,8.5,1,8.5
lasting,9.0,1,9.0
smooth,174.29999999999995,20,8.714999999999998
molasses,42.099999999999994,5,8.419999999999998
forthcoming,9.3,1,9.3
tipo,18.5,2,9.25
editor,9.3,1,9.3
ykc,9.4,1,9.4
btw,68.3,8,8.5375
alike,34.8,4,8.7
venti,13.6,2,6.8
malenie,6.8,1,6.8
taquitos,8.2,1,8.2
refuse,15.9,2,7.95
kafta,18.0,2,9.0
under,282.1,33,8.548484848484849
where,615.2000000000003,72,8.544444444444448
flight,34.6,4,8.65
friendliest,84.3,10,8.43
phenomenonal,9.1,1,9.1
frappe,35.5,4,8.875
michigan,36.4,4,9.1
allot,9.0,1,9.0
crawl,9.2,1,9.2
brrr,6.2,1,6.2
katelyn,7.2,1,7.2
regrettable,8.7,1,8.7
steal,109.80000000000001,13,8.446153846153846
mindful,14.8,2,7.4
wylie,9.4,1,9.4
moreover,9.0,1,9.0
prior,9.4,1,9.4
babe,9.2,1,9.2
frosting,63.400000000000006,7,9.057142857142859
snap,27.8,3,9.266666666666667
beverage,93.40000000000002,11,8.490909090909092
ues,17.6,2,8.8
excite,37.0,4,9.25
sbux,42.599999999999994,6,7.099999999999999
blemish,9.0,1,9.0
guitarist,8.9,1,8.9
veritable,9.2,1,9.2
confess,9.1,1,9.1
tarragon,16.799999999999997,2,8.399999999999999
shintaro,9.4,1,9.4
tofu,600.2000000000002,68,8.826470588235296
eveb,9.1,1,9.1
tripe,54.6,6,9.1
sumimasen,8.8,1,8.8
artist,31.2,4,7.8
border,6.5,1,6.5
pfft,6.8,1,6.8
reminiscent,43.199999999999996,5,8.639999999999999
monkeybread,9.1,1,9.1
columbe,9.2,1,9.2
anywhereeeee,9.2,1,9.2
show,310.2999999999999,36,8.619444444444442
exclusive,15.7,2,7.85
stil,8.8,1,8.8
hunky,9.1,1,9.1
jersey,18.6,2,9.3
norte,16.4,2,8.2
voice,70.6,8,8.825
chocolaty,9.0,1,9.0
crusty,8.5,1,8.5
emm,18.0,2,9.0
frequent,50.3,6,8.383333333333333
pony,9.3,1,9.3
margaritas,82.1,11,7.463636363636363
miller,7.7,1,7.7
mysterious,9.0,1,9.0
alla,117.39999999999998,13,9.030769230769229
stronger,43.8,5,8.76
tolerant,8.5,1,8.5
thickest,9.4,1,9.4
amor,9.1,1,9.1
marzano,9.1,1,9.1
luwak,6.8,1,6.8
yorker,17.6,2,8.8
approach,32.599999999999994,4,8.149999999999999
evening,197.7,23,8.595652173913043
rich,540.1000000000003,60,9.00166666666667
grafittied,9.4,1,9.4
amployee,6.6,1,6.6
lentil,137.79999999999998,16,8.612499999999999
time,3074.7999999999943,357,8.612885154061608
whaaattttt,8.2,1,8.2
ask,1834.799999999998,216,8.494444444444435
sin,16.3,2,8.15
calzone,20.299999999999997,3,6.766666666666666
prepare,609.2000000000003,68,8.958823529411768
pickle,69711.10000000133,7647,9.116137047208229
coastal,9.2,1,9.2
flaw,9.2,1,9.2
quicky,7.6,1,7.6
cider,176.49999999999994,22,8.02272727272727
todas,9.2,1,9.2
manhattans,9.0,1,9.0
planet,68.00000000000001,8,8.500000000000002
southern,50.1,6,8.35
mmmmm,60.5,7,8.642857142857142
noise,57.1,7,8.157142857142857
poop,18.299999999999997,2,9.149999999999999
pay,445.5000000000001,54,8.250000000000002
sofa,22.700000000000003,3,7.566666666666667
tru,9.4,1,9.4
economie,7.1,1,7.1
stoop,9.2,1,9.2
lover,288.40000000000003,33,8.73939393939394
actual,61.20000000000001,7,8.742857142857144
crepe,518.3000000000003,58,8.93620689655173
upstage,9.1,1,9.1
boh,8.2,1,8.2
you,371758.1000000263,40913,9.086551951703035
butcher,8.1,1,8.1
fret,18.0,2,9.0
wontons,18.6,2,9.3
garganelli,18.2,2,9.1
hostess,133.9,15,8.926666666666668
webster,32.1,4,8.025
mural,18.2,2,9.1
shopping,9.2,1,9.2
proletariat,8.1,1,8.1
difference,58.800000000000004,7,8.4
side,1607.0999999999992,184,8.734239130434778
puzzle,9.2,1,9.2
sushi,652.1999999999998,77,8.470129870129869
strategise,9.1,1,9.1
perogi,27.299999999999997,3,9.1
cosi,12.4,2,6.2
grana,9.1,1,9.1
desperate,15.4,2,7.7
pile,41.8,5,8.36
custard,54.5,6,9.083333333333334
lube,6.5,1,6.5
peace,36.5,4,9.125
wit,8.1,1,8.1
mound,7.5,1,7.5
nerdy,6.8,1,6.8
decibel,55.99999999999999,6,9.333333333333332
finalizar,9.1,1,9.1
evert,8.1,1,8.1
brew,625.4000000000001,73,8.567123287671235
kong,16.0,2,8.0
forgive,9.1,1,9.1
saki,44.8,5,8.959999999999999
crap,88.8,10,8.879999999999999
incredible,795.7000000000004,89,8.940449438202252
chow,27.4,3,9.133333333333333
larb,7.3,1,7.3
parker,22.6,3,7.533333333333334
old,347.8999999999999,40,8.697499999999998
pizzazz,8.9,1,8.9
artisinal,8.3,1,8.3
awesomely,33.9,4,8.475
pumpernickel,8.0,1,8.0
gelateria,9.1,1,9.1
sturdy,9.1,1,9.1
lid,35.8,4,8.95
clump,8.5,1,8.5
donut,172.7,21,8.223809523809523
grapefruit,151.6,17,8.91764705882353
monin,9.1,1,9.1
yummy,1472.0999999999995,171,8.608771929824558
healthy,718.1000000000001,83,8.651807228915665
sus,9.0,1,9.0
sad,120.69999999999999,14,8.62142857142857
qdoba,17.8,2,8.9
tablet,6.8,1,6.8
legend,27.799999999999997,3,9.266666666666666
eternum,6.8,1,6.8
perp,9.4,1,9.4
convo,24.299999999999997,3,8.1
duk,9.4,1,9.4
fizz,18.2,2,9.1
moroccan,53.7,6,8.950000000000001
aupistou,9.2,1,9.2
frozen,249.1999999999999,31,8.038709677419352
panya,17.0,2,8.5
cheesburger,7.3,1,7.3
appealing,9.1,1,9.1
xian,27.599999999999998,3,9.2
esther,8.6,1,8.6
river,23.2,3,7.733333333333333
foie,42.099999999999994,5,8.419999999999998
harissa,8.7,1,8.7
baby,227.49999999999994,26,8.749999999999998
instruction,9.3,1,9.3
weapon,18.1,2,9.05
thanks,116.50000000000001,14,8.321428571428573
mill,34.9,4,8.725
treadmill,9.0,1,9.0
onsen,9.4,1,9.4
skinny,77.0,10,7.7
momo,9.4,1,9.4
jewel,18.4,2,9.2
greenwich,83.89999999999999,10,8.389999999999999
hamachi,62.599999999999994,7,8.942857142857141
greasy,144.59999999999997,17,8.505882352941175
tabbouleh,18.0,2,9.0
craig,9.0,1,9.0
souppppps,9.4,1,9.4
distract,7.5,1,7.5
foundation,9.1,1,9.1
okcupid,9.0,1,9.0
skeptical,6.5,1,6.5
desayuno,9.2,1,9.2
jon,9.1,1,9.1
rather,131.1,15,8.74
info,26.1,3,8.700000000000001
tripexpert,9.4,1,9.4
north,54.7,6,9.116666666666667
tad,68.2,8,8.525
booking,18.6,2,9.3
zoe,8.0,1,8.0
fondue,666.4000000000001,74,9.005405405405407
fettuccine,36.3,4,9.075
prasinus,16.0,2,8.0
barbeque,31.7,4,7.925
return,109.9,13,8.453846153846154
ink,18.1,2,9.05
rua,7.8,1,7.8
weeknight,53.3,6,8.883333333333333
creeper,6.6,1,6.6
kikkoman,8.5,1,8.5
stomach,156.3,18,8.683333333333334
lack,199.79999999999993,24,8.324999999999998
gricia,9.1,1,9.1
rahman,9.4,1,9.4
dedication,18.1,2,9.05
hydrate,8.3,1,8.3
deeply,9.1,1,9.1
deaf,6.8,1,6.8
lukewarm,33.5,4,8.375
crowd,993.5000000000001,122,8.14344262295082
molten,81.9,9,9.100000000000001
employee,120.6,16,7.5375
bombtastic,9.2,1,9.2
italia,27.299999999999997,3,9.1
mighty,30.4,4,7.6
transaction,8.5,1,8.5
market,91.80000000000001,11,8.345454545454546
processing,8.2,1,8.2
booberry,9.1,1,9.1
ghanoush,18.0,2,9.0
trout,89.9,10,8.99
tangine,8.7,1,8.7
dueling,8.5,1,8.5
dragon,17.1,2,8.55
shawrma,9.0,1,9.0
royal,18.6,2,9.3
foood,8.1,1,8.1
capacity,6.8,1,6.8
sweat,25.700000000000003,3,8.566666666666668
tagine,61.400000000000006,7,8.771428571428572
drizzling,9.1,1,9.1
choix,9.1,1,9.1
relish,9.1,1,9.1
menyajikan,9.4,1,9.4
lovely,416.2999999999999,49,8.495918367346937
slush,9.1,1,9.1
sekerli,9.2,1,9.2
late,866.0000000000006,101,8.57425742574258
talent,17.200000000000003,2,8.600000000000001
thief,9.0,1,9.0
pancetta,26.299999999999997,3,8.766666666666666
milk,3301.599999999983,371,8.899191374663028
crash,8.3,1,8.3
newly,18.8,2,9.4
karlie,18.2,2,9.1
combination,196.09999999999994,23,8.526086956521736
manor,8.9,1,8.9
lpq,31.2,4,7.8
amazingly,129.8,15,8.653333333333334
hottest,48.599999999999994,6,8.1
argument,16.3,2,8.15
shoga,8.5,1,8.5
shigureni,9.4,1,9.4
trio,44.3,5,8.86
street,573.8000000000002,66,8.693939393939397
grandmaster,18.0,2,9.0
caution,9.4,1,9.4
quero,27.499999999999996,3,9.166666666666666
mudspot,55.2,6,9.200000000000001
rachel,18.299999999999997,2,9.149999999999999
zone,17.3,2,8.65
wasa,9.4,1,9.4
till,123.7,15,8.246666666666666
spot,3037.899999999988,350,8.679714285714251
delete,9.4,1,9.4
savoury,9.4,1,9.4
nacho,130.60000000000002,18,7.255555555555556
omusoba,17.2,2,8.6
shitaki,18.2,2,9.1
conversation,148.70000000000002,17,8.747058823529413
hamburguesas,7.3,1,7.3
pantry,7.1,1,7.1
coquette,8.8,1,8.8
far,495.70000000000005,57,8.696491228070176
jowl,18.8,2,9.4
surprising,44.900000000000006,5,8.98
sever,9.1,1,9.1
capuchino,17.9,2,8.95
opinion,51.2,6,8.533333333333333
essential,32.4,4,8.1
beforehand,9.0,1,9.0
build,120.0,14,8.571428571428571
arab,18.0,2,9.0
ridiculously,202.99999999999997,23,8.826086956521738
write,210.50000000000006,26,8.096153846153848
awesomeness,18.2,2,9.1
affreusement,9.1,1,9.1
inconsistent,51.300000000000004,6,8.55
wrapper,23.4,3,7.8
momofuku,530.3999999999997,57,9.305263157894732
large,750.4000000000003,90,8.33777777777778
makeshift,9.2,1,9.2
yebisu,27.4,3,9.133333333333333
recipe,43.699999999999996,5,8.739999999999998
shiznit,8.5,1,8.5
freedomeagle,8.3,1,8.3
momofoku,18.8,2,9.4
prawn,9.1,1,9.1
fluke,9.2,1,9.2
shire,9.4,1,9.4
fushion,9.1,1,9.1
george,16.2,2,8.1
ambiente,17.5,2,8.75
bun,142931.60000000265,15660,9.127177522350106
masterfully,8.2,1,8.2
scrape,18.4,2,9.2
sloooooow,6.8,1,6.8
hamburquesa,9.0,1,9.0
cram,26.7,3,8.9
remember,113.69999999999999,13,8.746153846153845
cornetto,9.1,1,9.1
papua,6.8,1,6.8
shredded,18.5,2,9.25
increible,9.1,1,9.1
considerable,9.3,1,9.3
oin,9.2,1,9.2
thought,34.5,4,8.625
sizable,27.4,3,9.133333333333333
abound,7.3,1,7.3
run,307.59999999999997,37,8.313513513513513
regale,9.0,1,9.0
winner,275.19999999999993,31,8.877419354838707
crayon,8.1,1,8.1
sexy,54.3,6,9.049999999999999
precisa,9.0,1,9.0
smell,190.79999999999995,22,8.67272727272727
album,7.2,1,7.2
cgingados,8.9,1,8.9
public,52.0,7,7.428571428571429
soft,1509.0999999999979,167,9.036526946107772
trinidad,9.0,1,9.0
hurt,40.7,5,8.14
origin,83.6,10,8.36
smug,8.3,1,8.3
spice,481.6000000000002,54,8.918518518518523
goody,33.9,4,8.475
chest,9.4,1,9.4
granite,8.6,1,8.6
cat,42.7,5,8.540000000000001
nevada,8.9,1,8.9
yummmmmm,8.5,1,8.5
against,43.599999999999994,5,8.719999999999999
diesel,9.0,1,9.0
ethical,24.6,3,8.200000000000001
priority,8.9,1,8.9
pompelmo,9.1,1,9.1
crudite,9.1,1,9.1
best,216385.0999999813,23771,9.102902696562252
augment,8.0,1,8.0
super,71214.00000000121,7818,9.108979278588029
yucky,9.1,1,9.1
molto,13.2,2,6.6
galore,18.299999999999997,2,9.149999999999999
unatama,8.5,1,8.5
tricolore,9.2,1,9.2
panna,18.4,2,9.2
diggity,15.7,2,7.85
beefsteak,8.5,1,8.5
lobster,168.29999999999998,20,8.415
dejen,9.0,1,9.0
funghetto,8.6,1,8.6
student,266.7,33,8.081818181818182
champions,20.7,3,6.8999999999999995
about,1639.100000000001,190,8.626842105263163
chocogasm,9.0,1,9.0
today,349.79999999999995,42,8.328571428571427
rola,7.5,1,7.5
oven,105.89999999999999,12,8.825
night,1839.599999999999,218,8.438532110091739
shade,9.2,1,9.2
esp,94.8,11,8.618181818181817
erica,9.0,1,9.0
miserable,27.6,3,9.200000000000001
enjoy,1144.6000000000006,132,8.671212121212125
orkar,9.3,1,9.3
firm,9.0,1,9.0
tamale,9.1,1,9.1
goods,206.99999999999994,24,8.624999999999998
anglicize,9.1,1,9.1
citizen,9.2,1,9.2
accept,110.50000000000001,13,8.500000000000002
masa,8.6,1,8.6
total,79.0,9,8.777777777777779
freebase,9.2,1,9.2
bruni,18.8,2,9.4
borough,9.2,1,9.2
delicioso,89.00000000000001,10,8.900000000000002
promo,41.7,5,8.34
airplane,6.5,1,6.5
ganoush,17.0,2,8.5
tomorrow,26.200000000000003,3,8.733333333333334
transit,7.5,1,7.5
jockstrap,7.6,1,7.6
lombard,9.1,1,9.1
spike,23.2,3,7.733333333333333
ribbon,9.0,1,9.0
behind,140.29999999999998,17,8.252941176470587
headset,6.6,1,6.6
snack,463.29999999999984,53,8.74150943396226
look,1491.3000000000013,175,8.521714285714292
cod,88.30000000000001,10,8.830000000000002
mostaza,8.8,1,8.8
starve,27.6,3,9.200000000000001
spinner,9.1,1,9.1
northern,14.6,2,7.3
jenga,7.7,1,7.7
pimiento,7.5,1,7.5
kuapay,7.8,1,7.8
exercise,9.2,1,9.2
usa,66.30000000000001,8,8.287500000000001
dunk,13.0,2,6.5
neue,7.1,1,7.1
pumpkin,353.0,41,8.609756097560975
trouble,18.4,2,9.2
tom,60.10000000000001,7,8.585714285714287
jusy,9.0,1,9.0
watercress,6.5,1,6.5
know,1481.5000000000002,172,8.613372093023257
gnocchis,9.0,1,9.0
deep,177.39999999999998,20,8.87
mcdonalds,9.1,1,9.1
carrie,35.0,4,8.75
bbq,642.2000000000008,75,8.562666666666678
step,141.4,16,8.8375
waste,83.8,10,8.379999999999999
infuse,36.5,4,9.125
breasola,8.7,1,8.7
award,44.8,5,8.959999999999999
dumpling,2023.3999999999994,233,8.684120171673817
lychee,263.99999999999994,29,9.103448275862068
wink,9.1,1,9.1
word,362.09999999999997,42,8.62142857142857
fraser,9.1,1,9.1
semo,8.7,1,8.7
poet,9.1,1,9.1
actually,548.9,66,8.316666666666666
alcoholic,26.200000000000003,3,8.733333333333334
cheesy,148.8,19,7.831578947368421
strict,46.2,5,9.24
ciudad,7.8,1,7.8
mary,190.89999999999995,23,8.299999999999997
dew,40.8,5,8.16
crisp,181.39999999999992,21,8.638095238095234
tei,9.4,1,9.4
trifecta,8.7,1,8.7
newsbar,7.1,1,7.1
postre,18.1,2,9.05
preservative,9.1,1,9.1
xlb,115.70000000000003,13,8.900000000000002
tahinus,76.8,9,8.533333333333333
cleanest,23.3,3,7.766666666666667
temple,28.0,3,9.333333333333334
implausible,7.2,1,7.2
savory,68418.20000000135,7502,9.11999466808869
undiscovered,8.7,1,8.7
aos,6.9,1,6.9
upper,27.8,3,9.266666666666667
butera,8.6,1,8.6
recycled,8.3,1,8.3
manger,28.9,4,7.225
pad,642.8000000000008,72,8.927777777777788
summer,326.49999999999994,39,8.37179487179487
dole,9.2,1,9.2
associates,7.1,1,7.1
pun,9.4,1,9.4
madeline,9.2,1,9.2
advanced,9.4,1,9.4
start,780.2000000000008,88,8.865909090909101
rude,404.49999999999994,48,8.427083333333332
notice,92.1,11,8.372727272727273
hagrid,7.2,1,7.2
fannnnnntastic,8.8,1,8.8
novelty,18.700000000000003,2,9.350000000000001
delicate,53.4,6,8.9
tinge,8.9,1,8.9
beginner,9.1,1,9.1
tangerine,9.1,1,9.1
tacchino,6.6,1,6.6
maggie,8.3,1,8.3
standard,203.89999999999998,24,8.495833333333332
detalhe,8.5,1,8.5
alpha,9.2,1,9.2
may,395.90000000000003,47,8.42340425531915
approve,24.1,3,8.033333333333333
pic,35.599999999999994,4,8.899999999999999
hav,6.5,1,6.5
kyoto,9.4,1,9.4
crushed,9.1,1,9.1
quinoa,231.99999999999997,27,8.592592592592592
porkyest,8.7,1,8.7
frankly,18.299999999999997,2,9.149999999999999
wee,18.2,2,9.1
middling,9.4,1,9.4
mince,46.1,5,9.22
david,234.4000000000001,25,9.376000000000003
background,41.7,5,8.34
necessary,24.9,3,8.299999999999999
lafa,9.1,1,9.1
orwasher,8.2,1,8.2
teus,9.4,1,9.4
chard,26.799999999999997,3,8.933333333333332
barbera,9.1,1,9.1
madness,23.5,3,7.833333333333333
post,68.7,8,8.5875
hairbender,9.2,1,9.2
band,23.4,3,7.8
politely,16.0,2,8.0
bring,882.600000000001,102,8.652941176470598
pacamara,8.3,1,8.3
favorito,9.1,1,9.1
goood,46.199999999999996,5,9.239999999999998
gelato,1551.899999999997,171,9.07543859649121
ipa,28.2,4,7.05
transform,9.4,1,9.4
hellum,16.0,2,8.0
shi,8.5,1,8.5
umm,18.1,2,9.05
dna,8.9,1,8.9
weak,126.29999999999998,15,8.419999999999998
pret,6.8,1,6.8
along,171.5,20,8.575
become,167.39999999999995,20,8.369999999999997
blogger,8.7,1,8.7
xiao,123.30000000000003,14,8.807142857142859
culture,170.5,19,8.973684210526315
blacken,35.2,4,8.8
yumii,7.6,1,7.6
parada,9.0,1,9.0
independent,8.0,1,8.0
speciality,27.5,3,9.166666666666666
biodegradable,8.7,1,8.7
focus,33.9,4,8.475
plenty,325.00000000000006,40,8.125000000000002
camote,9.0,1,9.0
material,9.2,1,9.2
fucking,35.3,4,8.825
dude,102.9,13,7.915384615384616
meyve,9.2,1,9.2
coffe,68.1,8,8.5125
debut,9.4,1,9.4
permit,8.0,1,8.0
sooooooo,9.4,1,9.4
wayyyy,18.299999999999997,2,9.149999999999999
greatly,9.1,1,9.1
siciliana,9.1,1,9.1
area,769.7000000000005,91,8.458241758241764
omellete,7.6,1,7.6
roulette,17.6,2,8.8
rotating,9.1,1,9.1
atsumori,9.4,1,9.4
uncool,8.9,1,8.9
barbar,9.4,1,9.4
mum,9.2,1,9.2
pra,43.2,5,8.64
regardless,26.2,3,8.733333333333333
matzoh,53.2,6,8.866666666666667
zack,6.9,1,6.9
throw,121.89999999999999,14,8.707142857142857
steady,23.2,3,7.733333333333333
falsely,8.4,1,8.4
actualy,8.9,1,8.9
cranberge,9.2,1,9.2
rsvp,27.299999999999997,3,9.1
bedrifter,7.1,1,7.1
insalate,9.1,1,9.1
founder,25.1,3,8.366666666666667
quest,8.9,1,8.9
cardboard,15.600000000000001,2,7.800000000000001
chart,18.5,2,9.25
admin,8.2,1,8.2
paris,63.10000000000001,7,9.014285714285716
mignon,34.900000000000006,4,8.725000000000001
aeroplane,7.2,1,7.2
shovel,18.8,2,9.4
lather,9.0,1,9.0
panko,25.1,3,8.366666666666667
yeah,203.80000000000004,23,8.860869565217394
boki,9.4,1,9.4
pommegranite,9.4,1,9.4
expresso,79.89999999999999,9,8.877777777777776
dependably,8.6,1,8.6
gluteus,9.4,1,9.4
swamp,64.2,9,7.133333333333334
matthew,7.5,1,7.5
bom,125.2,14,8.942857142857143
slight,35.7,4,8.925
meatball,310.3,35,8.865714285714287
bedbug,7.2,1,7.2
however,329.3999999999999,39,8.446153846153845
chocooolate,9.0,1,9.0
paprikash,9.1,1,9.1
cease,9.1,1,9.1
pancake,957.6000000000006,106,9.033962264150949
starbuck,112.59999999999998,16,7.037499999999999
compliment,49.8,6,8.299999999999999
christina,45.5,5,9.1
tiramisu,179.89999999999998,20,8.995
glisten,9.4,1,9.4
vegetarianism,8.9,1,8.9
enchilda,6.6,1,6.6
chitarra,17.4,2,8.7
creepy,7.2,1,7.2
south,56.00000000000001,7,8.000000000000002
uggggh,9.1,1,9.1
festive,18.4,2,9.2
invasion,6.6,1,6.6
okinomiyaki,8.6,1,8.6
who,672.4,80,8.405
bearded,8.3,1,8.3
inevitable,17.9,2,8.95
ted,9.1,1,9.1
delizioso,8.7,1,8.7
garbage,15.100000000000001,2,7.550000000000001
drool,18.1,2,9.05
borshch,18.2,2,9.1
albeit,34.8,4,8.7
ballsy,8.8,1,8.8
cooper,27.900000000000002,3,9.3
